,Paper_Exp_ID,Behavior,Variable,Human Answer,GPT Answer,GPT Cost
558,A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",authority,No,No,0.024360000000000003
559,A_30,"change in systolic BP, baseline to 12 mo",behavior_priority,secondary,none,0.06251999999999999
560,A_30,"change in systolic BP, baseline to 12 mo",behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.06684
561,A_30,"change in systolic BP, baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.04089
562,A_30,"change in systolic BP, baseline to 12 mo",behavior_metric,continuous,continuous,0.06159
563,A_30,"change in systolic BP, baseline to 12 mo",behavior_selfreport,N,N,0.044879999999999996
564,A_30,"change in systolic BP, baseline to 12 mo",financial_reqt,No,Unclear,0.03558
565,A_30,"change in systolic BP, baseline to 12 mo",travel_reqt,No,No,0.021419999999999998
566,A_30,"change in systolic BP, baseline to 12 mo",planning_reqt,No,Unclear,0.04206
567,A_30,"change in systolic BP, baseline to 12 mo",location_reqt,No,Unclear,0.020969999999999996
568,A_30,"change in systolic BP, baseline to 12 mo",timing_reqt,No,No,0.05799
569,A_30,"change in systolic BP, baseline to 12 mo",prosociality,No,Unclear,0.05268
570,A_30,"change in systolic BP, baseline to 12 mo",delay,Yes,Yes,0.04485
571,A_30,"change in systolic BP, baseline to 12 mo",authority,No,No,0.024270000000000003
572,A_30,"change in systolic BP, baseline to 24 mo",behavior_priority,secondary,none,0.06251999999999999
573,A_30,"change in systolic BP, baseline to 24 mo",behavior_focal,not,Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?)/focal,0.06695999999999999
574,A_30,"change in systolic BP, baseline to 24 mo",behavior_focal_estimate,Exact,Estimate,0.04089
575,A_30,"change in systolic BP, baseline to 24 mo",behavior_metric,continuous,continuous,0.06159
576,A_30,"change in systolic BP, baseline to 24 mo",behavior_selfreport,N,N,0.044879999999999996
577,A_30,"change in systolic BP, baseline to 24 mo",financial_reqt,No,Unclear,0.03558
578,A_30,"change in systolic BP, baseline to 24 mo",travel_reqt,No,No,0.021419999999999998
579,A_30,"change in systolic BP, baseline to 24 mo",planning_reqt,No,Unclear,0.04206
580,A_30,"change in systolic BP, baseline to 24 mo",location_reqt,No,Unclear,0.020969999999999996
581,A_30,"change in systolic BP, baseline to 24 mo",timing_reqt,No,No,0.05799
582,A_30,"change in systolic BP, baseline to 24 mo",prosociality,No,Unclear,0.05268
583,A_30,"change in systolic BP, baseline to 24 mo",delay,Yes,Yes,0.04485
584,A_30,"change in systolic BP, baseline to 24 mo",authority,No,No,0.024270000000000003
585,A_30,"change in total cholesterol, baseline to 12 mo",behavior_priority,secondary,none,0.06249
586,A_30,"change in total cholesterol, baseline to 12 mo",behavior_focal,not,Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?)/focal,0.06692999999999999
587,A_30,"change in total cholesterol, baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.04086
588,A_30,"change in total cholesterol, baseline to 12 mo",behavior_metric,continuous,continuous,0.06155999999999999
589,A_30,"change in total cholesterol, baseline to 12 mo",behavior_selfreport,N,N,0.04485
590,A_30,"change in total cholesterol, baseline to 12 mo",financial_reqt,No,Unclear,0.035550000000000005
591,A_30,"change in total cholesterol, baseline to 12 mo",travel_reqt,No,No,0.02139
592,A_30,"change in total cholesterol, baseline to 12 mo",planning_reqt,No,Unclear,0.04203
593,A_30,"change in total cholesterol, baseline to 12 mo",location_reqt,No,Unclear,0.020939999999999997
594,A_30,"change in total cholesterol, baseline to 12 mo",timing_reqt,No,No,0.05795999999999999
595,A_30,"change in total cholesterol, baseline to 12 mo",prosociality,No,Unclear,0.052649999999999995
596,A_30,"change in total cholesterol, baseline to 12 mo",delay,Yes,Yes,0.04482
597,A_30,"change in total cholesterol, baseline to 12 mo",authority,No,No,0.02424
598,A_30,"change in total cholesterol, baseline to 24 mo",behavior_priority,secondary,none,0.06249
599,A_30,"change in total cholesterol, baseline to 24 mo",behavior_focal,not,Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?)/focal,0.06692999999999999
600,A_30,"change in total cholesterol, baseline to 24 mo",behavior_focal_estimate,Exact,Estimate,0.04086
601,A_30,"change in total cholesterol, baseline to 24 mo",behavior_metric,continuous,continuous,0.06155999999999999
602,A_30,"change in total cholesterol, baseline to 24 mo",behavior_selfreport,N,N,0.04485
603,A_30,"change in total cholesterol, baseline to 24 mo",financial_reqt,No,Unclear,0.035550000000000005
604,A_30,"change in total cholesterol, baseline to 24 mo",travel_reqt,No,No,0.02139
605,A_30,"change in total cholesterol, baseline to 24 mo",planning_reqt,No,Unclear,0.04203
606,A_30,"change in total cholesterol, baseline to 24 mo",location_reqt,No,Unclear,0.020939999999999997
607,A_30,"change in total cholesterol, baseline to 24 mo",timing_reqt,No,No,0.05795999999999999
608,A_30,"change in total cholesterol, baseline to 24 mo",prosociality,No,Unclear,0.052649999999999995
609,A_30,"change in total cholesterol, baseline to 24 mo",delay,Yes,Yes,0.04482
610,A_30,"change in total cholesterol, baseline to 24 mo",authority,No,Unclear,0.0243
611,A_30,"change in triglycerides, baseline to 12 mo",behavior_priority,secondary,none,0.06251999999999999
612,A_30,"change in triglycerides, baseline to 12 mo",behavior_focal,not,Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?)/focal,0.06695999999999999
613,A_30,"change in triglycerides, baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.04089
614,A_30,"change in triglycerides, baseline to 12 mo",behavior_metric,continuous,continuous,0.06159
615,A_30,"change in triglycerides, baseline to 12 mo",behavior_selfreport,N,N,0.044879999999999996
616,A_30,"change in triglycerides, baseline to 12 mo",financial_reqt,No,Unclear,0.03558
617,A_30,"change in triglycerides, baseline to 12 mo",travel_reqt,No,No,0.021419999999999998
618,A_30,"change in triglycerides, baseline to 12 mo",planning_reqt,No,Unclear,0.04206
619,A_30,"change in triglycerides, baseline to 12 mo",location_reqt,No,Unclear,0.020969999999999996
620,A_30,"change in triglycerides, baseline to 12 mo",timing_reqt,No,No,0.05799
621,A_30,"change in triglycerides, baseline to 12 mo",prosociality,No,Unclear,0.05268
622,A_30,"change in triglycerides, baseline to 12 mo",delay,Yes,Yes,0.04485
623,A_30,"change in triglycerides, baseline to 12 mo",authority,No,Unclear,0.02433
624,A_30,"change in triglycerides, baseline to 24 mo",behavior_priority,secondary,none,0.06251999999999999
625,A_30,"change in triglycerides, baseline to 24 mo",behavior_focal,not,Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?)/focal,0.06695999999999999
626,A_30,"change in triglycerides, baseline to 24 mo",behavior_focal_estimate,Exact,Estimate,0.04089
627,A_30,"change in triglycerides, baseline to 24 mo",behavior_metric,continuous,continuous,0.06159
628,A_30,"change in triglycerides, baseline to 24 mo",behavior_selfreport,N,N,0.044879999999999996
629,A_30,"change in triglycerides, baseline to 24 mo",financial_reqt,No,No,0.035519999999999996
630,A_30,"change in triglycerides, baseline to 24 mo",travel_reqt,No,No,0.021419999999999998
631,A_30,"change in triglycerides, baseline to 24 mo",planning_reqt,No,Unclear,0.04206
632,A_30,"change in triglycerides, baseline to 24 mo",location_reqt,No,Unclear,0.020969999999999996
633,A_30,"change in triglycerides, baseline to 24 mo",timing_reqt,No,No,0.05799
634,A_30,"change in triglycerides, baseline to 24 mo",prosociality,No,Unclear,0.05268
635,A_30,"change in triglycerides, baseline to 24 mo",delay,Yes,Yes,0.04485
636,A_30,"change in triglycerides, baseline to 24 mo",authority,No,Unclear,0.02433
637,A_30,"change in waist circumference, baseline to 12 mo",behavior_priority,secondary,none,0.06249
638,A_30,"change in waist circumference, baseline to 12 mo",behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.06681
639,A_30,"change in waist circumference, baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.04086
640,A_30,"change in waist circumference, baseline to 12 mo",behavior_metric,continuous,continuous,0.06155999999999999
641,A_30,"change in waist circumference, baseline to 12 mo",behavior_selfreport,N,N,0.04485
642,A_30,"change in waist circumference, baseline to 12 mo",financial_reqt,No,Unclear,0.035550000000000005
643,A_30,"change in waist circumference, baseline to 12 mo",travel_reqt,No,No,0.02139
644,A_30,"change in waist circumference, baseline to 12 mo",planning_reqt,No,Unclear,0.04203
645,A_30,"change in waist circumference, baseline to 12 mo",location_reqt,No,Unclear,0.020939999999999997
646,A_30,"change in waist circumference, baseline to 12 mo",timing_reqt,No,No,0.05795999999999999
647,A_30,"change in waist circumference, baseline to 12 mo",prosociality,No,Unclear,0.052649999999999995
648,A_30,"change in waist circumference, baseline to 12 mo",delay,Yes,Yes,0.04482
649,A_30,"change in waist circumference, baseline to 12 mo",authority,No,No,0.02424
650,A_30,"change in waist circumference, baseline to 24 mo",behavior_priority,secondary,none,0.06249
651,A_30,"change in waist circumference, baseline to 24 mo",behavior_focal,not,Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?)/focal,0.06692999999999999
652,A_30,"change in waist circumference, baseline to 24 mo",behavior_focal_estimate,Exact,Estimate,0.04086
653,A_30,"change in waist circumference, baseline to 24 mo",behavior_metric,continuous,continuous,0.06155999999999999
654,A_30,"change in waist circumference, baseline to 24 mo",behavior_selfreport,N,N,0.04485
655,A_30,"change in waist circumference, baseline to 24 mo",financial_reqt,No,Unclear,0.035550000000000005
656,A_30,"change in waist circumference, baseline to 24 mo",travel_reqt,No,No,0.02139
657,A_30,"change in waist circumference, baseline to 24 mo",planning_reqt,No,Unclear,0.04203
658,A_30,"change in waist circumference, baseline to 24 mo",location_reqt,No,Unclear,0.020939999999999997
659,A_30,"change in waist circumference, baseline to 24 mo",timing_reqt,No,No,0.05795999999999999
660,A_30,"change in waist circumference, baseline to 24 mo",prosociality,No,Unclear,0.052649999999999995
661,A_30,"change in waist circumference, baseline to 24 mo",delay,Yes,Yes,0.04482
662,A_30,"change in waist circumference, baseline to 24 mo",authority,No,No,0.02424
663,A_30,"change in weight, baseline to 12 mo",behavior_priority,primary,none,0.062459999999999995
664,A_30,"change in weight, baseline to 12 mo",behavior_focal,focal,Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?)/focal,0.0669
665,A_30,"change in weight, baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.04083
666,A_30,"change in weight, baseline to 12 mo",behavior_metric,continuous,continuous,0.061529999999999994
667,A_30,"change in weight, baseline to 12 mo",behavior_selfreport,N,N,0.04482
668,A_30,"change in weight, baseline to 12 mo",financial_reqt,No,No,0.03545999999999999
669,A_30,"change in weight, baseline to 12 mo",travel_reqt,No,No,0.02136
670,A_30,"change in weight, baseline to 12 mo",planning_reqt,No,Unclear,0.041999999999999996
671,A_30,"change in weight, baseline to 12 mo",location_reqt,No,No,0.020849999999999997
672,A_30,"change in weight, baseline to 12 mo",timing_reqt,No,No,0.057929999999999995
673,A_30,"change in weight, baseline to 12 mo",prosociality,No,Unclear,0.05262
674,A_30,"change in weight, baseline to 12 mo",delay,Yes,Yes,0.044789999999999996
675,A_30,"change in weight, baseline to 12 mo",authority,No,No,0.024210000000000002
676,A_30,"change in weight, baseline to 24 mo",behavior_priority,primary,none,0.062459999999999995
677,A_30,"change in weight, baseline to 24 mo",behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.06678
678,A_30,"change in weight, baseline to 24 mo",behavior_focal_estimate,Exact,Estimate,0.04083
679,A_30,"change in weight, baseline to 24 mo",behavior_metric,continuous,continuous,0.061529999999999994
680,A_30,"change in weight, baseline to 24 mo",behavior_selfreport,N,N,0.04482
681,A_30,"change in weight, baseline to 24 mo",financial_reqt,No,Unclear,0.035519999999999996
682,A_30,"change in weight, baseline to 24 mo",travel_reqt,No,No,0.02136
683,A_30,"change in weight, baseline to 24 mo",planning_reqt,No,No,0.04193999999999999
684,A_30,"change in weight, baseline to 24 mo",location_reqt,No,Unclear,0.020909999999999995
685,A_30,"change in weight, baseline to 24 mo",timing_reqt,No,No,0.057929999999999995
686,A_30,"change in weight, baseline to 24 mo",prosociality,No,Yes,0.052559999999999996
687,A_30,"change in weight, baseline to 24 mo",delay,Yes,Yes,0.044789999999999996
688,A_30,"change in weight, baseline to 24 mo",authority,No,No,0.024210000000000002
